2026-07-15 10:44:03.692 | INFO     | app.services.llm_adapter:chat_completion:63 - Model: deepseek-r1 | Latency: 6.76s | PromptTokens: 131 | CompletionTokens: 163
2026-07-20 10:27:23 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 11.79s | PromptTokens: 127 | CompletionTokens: 341
2026-07-20 10:28:41 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 14.63s | PromptTokens: 127 | CompletionTokens: 432
2026-07-20 10:28:41 | INFO     | trace_id=N/A - Stream Model: deepseek-v3.2 | Starting...
2026-07-20 10:28:45 | INFO     | trace_id=prewarm - Async Model: deepseek-r1 | Latency: 24.55s | PromptTokens: 4658 | CompletionTokens: 861
2026-07-20 10:29:46 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 12.19s | PromptTokens: 127 | CompletionTokens: 365
2026-07-20 10:29:47 | INFO     | trace_id=N/A - Stream Model: deepseek-v3.2 | Starting...
2026-07-20 10:31:52 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 10.99s | PromptTokens: 129 | CompletionTokens: 288
2026-07-20 10:31:52 | INFO     | trace_id=N/A - Stream Model: deepseek-v3.2 | Starting...
2026-07-20 10:32:51 | INFO     | trace_id=prewarm - Async Model: deepseek-r1 | Latency: 98.91s | PromptTokens: 4658 | CompletionTokens: 3459
2026-07-20 10:38:53 | INFO     | trace_id=N/A - Stream Model: deepseek-r1 | Starting...
2026-07-20 10:51:56 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 12.18s | PromptTokens: 129 | CompletionTokens: 338
2026-07-20 10:53:41 | INFO     | trace_id=prewarm - Async Model: deepseek-r1 | Latency: 29.57s | PromptTokens: 4658 | CompletionTokens: 979
2026-07-20 10:53:59 | INFO     | trace_id=3e445500-1ec2-4b2d-9bbe-4048a9615830 - Async Model: deepseek-r1 | Latency: 17.10s | PromptTokens: 389 | CompletionTokens: 488
2026-07-20 10:54:10 | INFO     | trace_id=3e445500-1ec2-4b2d-9bbe-4048a9615830 - Async Model: deepseek-r1 | Latency: 11.36s | PromptTokens: 125 | CompletionTokens: 306
2026-07-20 10:54:12 | INFO     | trace_id=3e445500-1ec2-4b2d-9bbe-4048a9615830 - Async Model: deepseek-v3.2 | Latency: 1.38s | PromptTokens: 702 | CompletionTokens: 18
2026-07-20 10:57:01 | INFO     | trace_id=c8533166-5e8e-475c-a3f6-d3477a18452b - Async Model: deepseek-r1 | Latency: 11.56s | PromptTokens: 125 | CompletionTokens: 323
2026-07-20 10:57:03 | INFO     | trace_id=c8533166-5e8e-475c-a3f6-d3477a18452b - Async Model: deepseek-v3.2 | Latency: 1.30s | PromptTokens: 841 | CompletionTokens: 27
2026-07-20 11:05:48 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 13.78s | PromptTokens: 128 | CompletionTokens: 372
2026-07-20 11:05:59 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 10.65s | PromptTokens: 615 | CompletionTokens: 362
2026-07-20 11:09:18 | INFO     | trace_id=240ec477-68cb-497b-9caa-b5ad1a1b2693 - Async Model: deepseek-r1 | Latency: 20.01s | PromptTokens: 185 | CompletionTokens: 547
2026-07-20 11:09:37 | INFO     | trace_id=240ec477-68cb-497b-9caa-b5ad1a1b2693 - Async Model: deepseek-r1 | Latency: 18.73s | PromptTokens: 186 | CompletionTokens: 560
2026-07-20 11:09:49 | INFO     | trace_id=240ec477-68cb-497b-9caa-b5ad1a1b2693 - Async Model: deepseek-r1 | Latency: 12.15s | PromptTokens: 126 | CompletionTokens: 299
2026-07-20 11:09:50 | INFO     | trace_id=240ec477-68cb-497b-9caa-b5ad1a1b2693 - Async Model: deepseek-v3.2 | Latency: 0.93s | PromptTokens: 713 | CompletionTokens: 8
2026-07-20 11:10:15 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 24.55s | PromptTokens: 127 | CompletionTokens: 803
2026-07-20 11:10:15 | INFO     | trace_id=N/A - Stream Model: deepseek-v3.2 | Starting...
2026-07-20 12:10:59 | INFO     | trace_id=prewarm - Async Model: deepseek-r1 | Latency: 167.73s | PromptTokens: 4658 | CompletionTokens: 5972
2026-07-20 12:16:05 | INFO     | trace_id=migrate_kb_business_line - Async Model: deepseek-r1 | Latency: 56.77s | PromptTokens: 4658 | CompletionTokens: 2050
2026-07-20 12:18:39 | INFO     | trace_id=migrate_kb_business_line - Async Model: deepseek-r1 | Latency: 110.60s | PromptTokens: 4658 | CompletionTokens: 4162
2026-07-20 12:22:01 | INFO     | trace_id=prewarm - Async Model: deepseek-r1 | Latency: 72.57s | PromptTokens: 4658 | CompletionTokens: 2726
2026-07-20 13:49:46 | INFO     | trace_id=prewarm - Async Model: deepseek-r1 | Latency: 34.31s | PromptTokens: 4658 | CompletionTokens: 1165
2026-07-20 14:09:26 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 11.28s | PromptTokens: 385 | CompletionTokens: 395
2026-07-20 14:10:11 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 10.08s | PromptTokens: 385 | CompletionTokens: 381
2026-07-20 14:10:27 | INFO     | trace_id=prewarm - Async Model: deepseek-r1 | Latency: 27.51s | PromptTokens: 4658 | CompletionTokens: 939
2026-07-20 14:10:55 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 11.48s | PromptTokens: 385 | CompletionTokens: 415
2026-07-20 14:12:31 | INFO     | trace_id=prewarm - Async Model: deepseek-r1 | Latency: 79.67s | PromptTokens: 4658 | CompletionTokens: 2734
2026-07-20 14:14:49 | INFO     | trace_id=3e94ab3b-633b-49a2-bed3-a777d6079386 - Async Model: deepseek-r1 | Latency: 33.98s | PromptTokens: 604 | CompletionTokens: 1099
2026-07-20 14:15:03 | INFO     | trace_id=3e94ab3b-633b-49a2-bed3-a777d6079386 - Async Model: deepseek-r1 | Latency: 14.31s | PromptTokens: 186 | CompletionTokens: 401
2026-07-20 14:15:16 | INFO     | trace_id=3e94ab3b-633b-49a2-bed3-a777d6079386 - Async Model: deepseek-r1 | Latency: 12.77s | PromptTokens: 126 | CompletionTokens: 368
2026-07-20 14:15:18 | INFO     | trace_id=3e94ab3b-633b-49a2-bed3-a777d6079386 - Async Model: deepseek-v3.2 | Latency: 1.42s | PromptTokens: 703 | CompletionTokens: 11
2026-07-20 14:19:34 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 5.02s | PromptTokens: 1172 | CompletionTokens: 227
2026-07-20 14:19:39 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 5.17s | PromptTokens: 901 | CompletionTokens: 226
2026-07-20 14:19:44 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.87s | PromptTokens: 1001 | CompletionTokens: 209
2026-07-20 14:19:48 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.57s | PromptTokens: 984 | CompletionTokens: 145
2026-07-20 14:19:52 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.21s | PromptTokens: 976 | CompletionTokens: 161
2026-07-20 14:20:28 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 5.78s | PromptTokens: 1172 | CompletionTokens: 259
2026-07-20 14:20:31 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.61s | PromptTokens: 901 | CompletionTokens: 159
2026-07-20 14:20:36 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.53s | PromptTokens: 1001 | CompletionTokens: 226
2026-07-20 14:20:39 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.02s | PromptTokens: 984 | CompletionTokens: 129
2026-07-20 14:20:44 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.62s | PromptTokens: 976 | CompletionTokens: 203
2026-07-20 14:21:17 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.69s | PromptTokens: 1172 | CompletionTokens: 128
2026-07-20 14:21:21 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.46s | PromptTokens: 901 | CompletionTokens: 147
2026-07-20 14:21:24 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.44s | PromptTokens: 1001 | CompletionTokens: 130
2026-07-20 14:21:27 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.31s | PromptTokens: 984 | CompletionTokens: 131
2026-07-20 14:21:33 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 5.87s | PromptTokens: 976 | CompletionTokens: 248
2026-07-20 14:22:02 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 5.32s | PromptTokens: 1172 | CompletionTokens: 228
2026-07-20 14:22:04 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 2.63s | PromptTokens: 901 | CompletionTokens: 107
2026-07-20 14:22:07 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 2.98s | PromptTokens: 1001 | CompletionTokens: 130
2026-07-20 14:22:12 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.96s | PromptTokens: 984 | CompletionTokens: 226
2026-07-20 14:22:15 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.16s | PromptTokens: 976 | CompletionTokens: 98
2026-07-20 14:23:07 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 5.50s | PromptTokens: 1172 | CompletionTokens: 245
2026-07-20 14:23:13 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 5.21s | PromptTokens: 901 | CompletionTokens: 238
2026-07-20 14:23:17 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.16s | PromptTokens: 1001 | CompletionTokens: 198
2026-07-20 14:23:22 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 5.25s | PromptTokens: 984 | CompletionTokens: 228
2026-07-20 14:23:26 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.95s | PromptTokens: 976 | CompletionTokens: 162
2026-07-20 14:26:44 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 5.49s | PromptTokens: 1172 | CompletionTokens: 227
2026-07-20 14:26:49 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.67s | PromptTokens: 901 | CompletionTokens: 226
2026-07-20 14:26:52 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 2.87s | PromptTokens: 1001 | CompletionTokens: 129
2026-07-20 14:26:56 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.34s | PromptTokens: 984 | CompletionTokens: 182
2026-07-20 14:26:59 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.04s | PromptTokens: 976 | CompletionTokens: 116
2026-07-20 14:27:55 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.82s | PromptTokens: 1172 | CompletionTokens: 187
2026-07-20 14:28:00 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.16s | PromptTokens: 901 | CompletionTokens: 162
2026-07-20 14:28:29 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 29.42s | PromptTokens: 1001 | CompletionTokens: 1190
2026-07-20 14:28:33 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.21s | PromptTokens: 984 | CompletionTokens: 201
2026-07-20 14:28:37 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.54s | PromptTokens: 976 | CompletionTokens: 130
2026-07-20 14:33:09 | INFO     | trace_id=90e8e94b-f3e1-452c-99d2-afd0edef372e - Async Model: deepseek-r1 | Latency: 44.21s | PromptTokens: 656 | CompletionTokens: 1464
2026-07-20 14:33:26 | INFO     | trace_id=90e8e94b-f3e1-452c-99d2-afd0edef372e - Async Model: deepseek-r1 | Latency: 16.97s | PromptTokens: 186 | CompletionTokens: 498
2026-07-20 14:33:56 | INFO     | trace_id=90e8e94b-f3e1-452c-99d2-afd0edef372e - Async Model: deepseek-r1 | Latency: 29.87s | PromptTokens: 126 | CompletionTokens: 960
2026-07-20 14:33:58 | INFO     | trace_id=90e8e94b-f3e1-452c-99d2-afd0edef372e - Async Model: deepseek-v3.2 | Latency: 1.37s | PromptTokens: 668 | CompletionTokens: 13
2026-07-20 14:34:38 | INFO     | trace_id=5c1139f3-5524-413a-b4a5-7f0033d3179f - Async Model: deepseek-r1 | Latency: 11.83s | PromptTokens: 126 | CompletionTokens: 353
2026-07-20 14:34:40 | INFO     | trace_id=5c1139f3-5524-413a-b4a5-7f0033d3179f - Async Model: deepseek-v3.2 | Latency: 1.53s | PromptTokens: 1013 | CompletionTokens: 29
2026-07-20 14:35:19 | INFO     | trace_id=a2ceb803-49a2-4d22-8bc3-e517483e87b9 - Async Model: deepseek-r1 | Latency: 14.79s | PromptTokens: 126 | CompletionTokens: 335
2026-07-20 14:35:21 | INFO     | trace_id=a2ceb803-49a2-4d22-8bc3-e517483e87b9 - Async Model: deepseek-v3.2 | Latency: 1.85s | PromptTokens: 969 | CompletionTokens: 38
2026-07-20 14:36:02 | INFO     | trace_id=a2ceb803-49a2-4d22-8bc3-e517483e87b9 - Async Model: deepseek-r1 | Latency: 41.42s | PromptTokens: 463 | CompletionTokens: 1080
2026-07-20 14:36:51 | INFO     | trace_id=e1a9d085-bdbd-4f6f-97fe-8299a6a6b0ef - Async Model: deepseek-r1 | Latency: 13.40s | PromptTokens: 126 | CompletionTokens: 410
2026-07-20 14:36:53 | INFO     | trace_id=e1a9d085-bdbd-4f6f-97fe-8299a6a6b0ef - Async Model: deepseek-v3.2 | Latency: 2.37s | PromptTokens: 1019 | CompletionTokens: 46
2026-07-20 14:37:25 | INFO     | trace_id=e1a9d085-bdbd-4f6f-97fe-8299a6a6b0ef - Async Model: deepseek-r1 | Latency: 31.36s | PromptTokens: 417 | CompletionTokens: 985
2026-07-20 14:39:58 | INFO     | trace_id=6d92c686-7e5d-4cb6-bf77-365a96bbc6f3 - Async Model: deepseek-r1 | Latency: 10.65s | PromptTokens: 126 | CompletionTokens: 321
2026-07-20 14:40:00 | INFO     | trace_id=6d92c686-7e5d-4cb6-bf77-365a96bbc6f3 - Async Model: deepseek-v3.2 | Latency: 1.66s | PromptTokens: 912 | CompletionTokens: 27
2026-07-20 14:40:12 | INFO     | trace_id=6d92c686-7e5d-4cb6-bf77-365a96bbc6f3 - Async Model: deepseek-r1 | Latency: 12.23s | PromptTokens: 436 | CompletionTokens: 337
2026-07-20 14:41:09 | INFO     | trace_id=9a6fb650-4a0e-4bcf-8bac-5f6fd59fe7ee - Async Model: deepseek-r1 | Latency: 19.16s | PromptTokens: 126 | CompletionTokens: 513
2026-07-20 14:41:11 | INFO     | trace_id=9a6fb650-4a0e-4bcf-8bac-5f6fd59fe7ee - Async Model: deepseek-v3.2 | Latency: 1.14s | PromptTokens: 789 | CompletionTokens: 19
2026-07-20 14:41:32 | INFO     | trace_id=9a6fb650-4a0e-4bcf-8bac-5f6fd59fe7ee - Async Model: deepseek-r1 | Latency: 21.58s | PromptTokens: 267 | CompletionTokens: 580
2026-07-20 14:42:49 | INFO     | trace_id=1afaad43-2564-42ef-ae03-144df14a6bbc - Async Model: deepseek-r1 | Latency: 11.72s | PromptTokens: 126 | CompletionTokens: 330
2026-07-20 14:42:52 | INFO     | trace_id=1afaad43-2564-42ef-ae03-144df14a6bbc - Async Model: deepseek-v3.2 | Latency: 1.94s | PromptTokens: 965 | CompletionTokens: 30
2026-07-20 14:43:18 | INFO     | trace_id=1afaad43-2564-42ef-ae03-144df14a6bbc - Async Model: deepseek-r1 | Latency: 26.22s | PromptTokens: 438 | CompletionTokens: 746
2026-07-20 14:44:50 | INFO     | trace_id=9b2fadf3-0593-4531-9e13-0aacd8acb8c6 - Async Model: deepseek-r1 | Latency: 13.82s | PromptTokens: 126 | CompletionTokens: 491
2026-07-20 14:44:52 | INFO     | trace_id=9b2fadf3-0593-4531-9e13-0aacd8acb8c6 - Async Model: deepseek-v3.2 | Latency: 1.95s | PromptTokens: 1085 | CompletionTokens: 50
2026-07-20 14:45:03 | INFO     | trace_id=9b2fadf3-0593-4531-9e13-0aacd8acb8c6 - Async Model: deepseek-r1 | Latency: 10.71s | PromptTokens: 475 | CompletionTokens: 335
2026-07-20 14:46:18 | INFO     | trace_id=f9e64be3-4d56-482f-9524-496ddc9794f1 - Async Model: deepseek-r1 | Latency: 19.19s | PromptTokens: 126 | CompletionTokens: 661
2026-07-20 14:46:20 | INFO     | trace_id=f9e64be3-4d56-482f-9524-496ddc9794f1 - Async Model: deepseek-v3.2 | Latency: 2.01s | PromptTokens: 974 | CompletionTokens: 35
2026-07-20 14:46:33 | INFO     | trace_id=f9e64be3-4d56-482f-9524-496ddc9794f1 - Async Model: deepseek-r1 | Latency: 13.02s | PromptTokens: 451 | CompletionTokens: 399
2026-07-20 14:47:20 | INFO     | trace_id=23ac8881-6ed4-4fe6-91e0-17e8f178102d - Async Model: deepseek-r1 | Latency: 8.84s | PromptTokens: 126 | CompletionTokens: 280
2026-07-20 14:47:21 | INFO     | trace_id=23ac8881-6ed4-4fe6-91e0-17e8f178102d - Async Model: deepseek-v3.2 | Latency: 1.19s | PromptTokens: 899 | CompletionTokens: 19
2026-07-20 14:47:32 | INFO     | trace_id=23ac8881-6ed4-4fe6-91e0-17e8f178102d - Async Model: deepseek-r1 | Latency: 10.67s | PromptTokens: 361 | CompletionTokens: 280
2026-07-20 14:48:12 | INFO     | trace_id=23ac8881-6ed4-4fe6-91e0-17e8f178102d - Async Model: deepseek-r1 | Latency: 39.91s | PromptTokens: 656 | CompletionTokens: 1393
2026-07-20 15:28:28 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 30.59s | PromptTokens: 228 | CompletionTokens: 827
2026-07-20 15:38:18 | INFO     | trace_id=N/A - Stream Model: deepseek-r1 | Starting...
2026-07-20 15:39:35 | INFO     | trace_id=3c41c50e-e11e-4be3-b62e-f9e373ce6b62 - Async Model: deepseek-r1 | Latency: 28.58s | PromptTokens: 640 | CompletionTokens: 747
2026-07-20 15:39:49 | INFO     | trace_id=3c41c50e-e11e-4be3-b62e-f9e373ce6b62 - Async Model: deepseek-r1 | Latency: 13.75s | PromptTokens: 126 | CompletionTokens: 308
2026-07-20 15:39:51 | INFO     | trace_id=3c41c50e-e11e-4be3-b62e-f9e373ce6b62 - Async Model: deepseek-v3.2 | Latency: 1.82s | PromptTokens: 680 | CompletionTokens: 25
2026-07-20 15:42:07 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 9.56s | PromptTokens: 378 | CompletionTokens: 314
2026-07-20 15:44:24 | INFO     | trace_id=9970730b-75ad-485e-b058-52a30d7f4240 - Async Model: deepseek-r1 | Latency: 17.42s | PromptTokens: 126 | CompletionTokens: 441
2026-07-20 15:44:26 | INFO     | trace_id=9970730b-75ad-485e-b058-52a30d7f4240 - Async Model: deepseek-v3.2 | Latency: 2.08s | PromptTokens: 815 | CompletionTokens: 39
2026-07-20 15:44:49 | INFO     | trace_id=a825a6d7-7aea-4a9c-913a-0f9b3c515dd6 - Async Model: deepseek-r1 | Latency: 14.98s | PromptTokens: 126 | CompletionTokens: 335
2026-07-20 15:44:53 | INFO     | trace_id=a825a6d7-7aea-4a9c-913a-0f9b3c515dd6 - Async Model: deepseek-v3.2 | Latency: 3.90s | PromptTokens: 820 | CompletionTokens: 30
2026-07-20 15:49:39 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.47s | PromptTokens: 1172 | CompletionTokens: 197
2026-07-20 15:49:44 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.45s | PromptTokens: 901 | CompletionTokens: 197
2026-07-20 15:49:48 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.30s | PromptTokens: 1001 | CompletionTokens: 196
2026-07-20 15:49:51 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 2.97s | PromptTokens: 984 | CompletionTokens: 109
2026-07-20 15:49:54 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.09s | PromptTokens: 976 | CompletionTokens: 129
2026-07-20 15:49:59 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.93s | PromptTokens: 813 | CompletionTokens: 214
2026-07-20 15:51:11 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 5.54s | PromptTokens: 1172 | CompletionTokens: 196
2026-07-20 15:51:14 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.04s | PromptTokens: 901 | CompletionTokens: 132
2026-07-20 15:51:41 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 27.40s | PromptTokens: 1001 | CompletionTokens: 1293
2026-07-20 15:51:46 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 5.26s | PromptTokens: 984 | CompletionTokens: 242
2026-07-20 15:51:53 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 6.41s | PromptTokens: 976 | CompletionTokens: 266
2026-07-20 15:51:57 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.20s | PromptTokens: 813 | CompletionTokens: 192
2026-07-20 15:52:39 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.49s | PromptTokens: 426 | CompletionTokens: 194
2026-07-20 15:53:14 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.99s | PromptTokens: 1172 | CompletionTokens: 160
2026-07-20 15:53:18 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.78s | PromptTokens: 901 | CompletionTokens: 162
2026-07-20 15:53:22 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.80s | PromptTokens: 1001 | CompletionTokens: 162
2026-07-20 15:53:25 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.27s | PromptTokens: 984 | CompletionTokens: 131
2026-07-20 15:53:29 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.20s | PromptTokens: 976 | CompletionTokens: 162
2026-07-20 15:53:34 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.30s | PromptTokens: 813 | CompletionTokens: 201
2026-07-20 15:55:48 | INFO     | trace_id=fe20c2dd-df2e-463a-9f33-ecf30ed4c871 - Async Model: deepseek-r1 | Latency: 22.39s | PromptTokens: 639 | CompletionTokens: 641
2026-07-20 15:56:07 | INFO     | trace_id=fe20c2dd-df2e-463a-9f33-ecf30ed4c871 - Async Model: deepseek-r1 | Latency: 18.63s | PromptTokens: 186 | CompletionTokens: 473
2026-07-20 15:56:20 | INFO     | trace_id=fe20c2dd-df2e-463a-9f33-ecf30ed4c871 - Async Model: deepseek-r1 | Latency: 13.16s | PromptTokens: 126 | CompletionTokens: 331
2026-07-20 15:56:22 | INFO     | trace_id=fe20c2dd-df2e-463a-9f33-ecf30ed4c871 - Async Model: deepseek-v3.2 | Latency: 1.08s | PromptTokens: 667 | CompletionTokens: 13
2026-07-20 15:57:12 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 8.68s | PromptTokens: 372 | CompletionTokens: 321
2026-07-20 15:59:01 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 13.37s | PromptTokens: 127 | CompletionTokens: 357
2026-07-20 15:59:01 | INFO     | trace_id=N/A - Stream Model: deepseek-v3.2 | Starting...
2026-07-20 16:00:09 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 40.70s | PromptTokens: 129 | CompletionTokens: 1017
2026-07-20 16:01:08 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 29.46s | PromptTokens: 135 | CompletionTokens: 664
2026-07-20 16:01:16 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 7.84s | PromptTokens: 496 | CompletionTokens: 355
2026-07-20 16:02:04 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.10s | PromptTokens: 1172 | CompletionTokens: 200
2026-07-20 16:02:07 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.29s | PromptTokens: 901 | CompletionTokens: 163
2026-07-20 16:02:11 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.52s | PromptTokens: 1001 | CompletionTokens: 163
2026-07-20 16:02:14 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 3.43s | PromptTokens: 984 | CompletionTokens: 155
2026-07-20 16:02:17 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 2.75s | PromptTokens: 976 | CompletionTokens: 128
2026-07-20 16:02:21 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 4.25s | PromptTokens: 813 | CompletionTokens: 198
2026-07-20 16:04:55 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 17.83s | PromptTokens: 186 | CompletionTokens: 400
2026-07-20 16:05:00 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 21.83s | PromptTokens: 186 | CompletionTokens: 509
2026-07-20 16:05:02 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 25.18s | PromptTokens: 186 | CompletionTokens: 588
2026-07-20 16:05:03 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 24.27s | PromptTokens: 186 | CompletionTokens: 601
2026-07-20 16:05:04 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 24.98s | PromptTokens: 186 | CompletionTokens: 591
2026-07-20 16:05:51 | INFO     | trace_id=0f829419-2111-4e2b-ac77-4a22a4745cd5 - Async Model: deepseek-r1 | Latency: 59.45s | PromptTokens: 639 | CompletionTokens: 1803
2026-07-20 16:06:05 | INFO     | trace_id=0f829419-2111-4e2b-ac77-4a22a4745cd5 - Async Model: deepseek-r1 | Latency: 14.88s | PromptTokens: 125 | CompletionTokens: 381
2026-07-20 16:06:07 | INFO     | trace_id=0f829419-2111-4e2b-ac77-4a22a4745cd5 - Async Model: deepseek-v3.2 | Latency: 1.53s | PromptTokens: 645 | CompletionTokens: 42
2026-07-20 16:06:30 | INFO     | trace_id=b0c02ab3-10cc-4061-99bb-e97e6c27c483 - Async Model: deepseek-r1 | Latency: 14.09s | PromptTokens: 125 | CompletionTokens: 352
2026-07-20 16:06:31 | INFO     | trace_id=b0c02ab3-10cc-4061-99bb-e97e6c27c483 - Async Model: deepseek-v3.2 | Latency: 1.55s | PromptTokens: 766 | CompletionTokens: 22
2026-07-20 16:06:44 | INFO     | trace_id=b0c02ab3-10cc-4061-99bb-e97e6c27c483 - Async Model: deepseek-r1 | Latency: 12.12s | PromptTokens: 271 | CompletionTokens: 312
2026-07-20 16:10:13 | INFO     | trace_id=N/A - Async Model: deepseek-v3.2 | Latency: 19.53s | PromptTokens: 372 | CompletionTokens: 920
2026-07-20 16:11:55 | INFO     | trace_id=N/A - Async Model: deepseek-r1 | Latency: 9.07s | PromptTokens: 129 | CompletionTokens: 264
2026-07-20 16:11:55 | INFO     | trace_id=N/A - Stream Model: deepseek-v3.2 | Starting...
2026-07-20 16:27:44 | INFO     | trace_id=2cf1826f-7f01-4452-91f0-3e4ca85d625d - Async Model: deepseek-r1 | Latency: 17.67s | PromptTokens: 584 | CompletionTokens: 628
2026-07-20 16:27:54 | INFO     | trace_id=2cf1826f-7f01-4452-91f0-3e4ca85d625d - Async Model: deepseek-r1 | Latency: 10.69s | PromptTokens: 125 | CompletionTokens: 327
